Date,Owner,Repository,Path,Count,Uniques
2025-05-05T15:55:50.892Z,mongodb,docs-notebooks,/mongodb/docs-notebooks/blob/main/create-embeddings/open-source-new-data.ipynb,20,8
2025-05-05T15:55:50.892Z,mongodb,docs-notebooks,/mongodb/docs-notebooks/blob/main/use-cases/rag.ipynb,18,15
2025-05-05T15:55:50.892Z,mongodb,docs-notebooks,/mongodb/docs-notebooks/blob/main/ai-integrations/langgraph.ipynb,15,6
2025-05-19T13:11:45.102Z,mongodb,docs-notebooks,/mongodb/docs-notebooks,95,57
2025-05-19T13:11:45.102Z,mongodb,docs-notebooks,/mongodb/docs-notebooks/blob/main/ai-integrations/langchain-graphrag.ipynb,72,35
2025-05-19T13:11:45.102Z,mongodb,docs-notebooks,/mongodb/docs-notebooks/blob/main/get-started/quick-start.ipynb,71,48
2025-05-19T13:11:45.102Z,mongodb,docs-notebooks,/mongodb/docs-notebooks/tree/main/create-embeddings,43,27
2025-05-19T13:11:45.102Z,mongodb,docs-notebooks,/mongodb/docs-notebooks/blob/main/use-cases/rag.ipynb,23,18
2025-05-19T13:11:45.102Z,mongodb,docs-notebooks,/mongodb/docs-notebooks/pull/19,23,4
2025-05-19T13:11:45.102Z,mongodb,docs-notebooks,/mongodb/docs-notebooks/blob/main/create-embeddings/open-source-new-data.ipynb,22,8
2025-05-19T13:11:45.102Z,mongodb,docs-notebooks,/mongodb/docs-notebooks/tree/main/ai-integrations,18,14
2025-05-19T13:11:45.102Z,mongodb,docs-notebooks,/mongodb/docs-notebooks/blob/main/use-cases/local-rag.ipynb,17,14
2025-05-19T13:11:45.102Z,mongodb,docs-notebooks,/mongodb/docs-notebooks/pull/19/files,13,2
2025-06-02T12:04:24.800Z,mongodb,docs-notebooks,/mongodb/docs-notebooks/blob/main/get-started/quick-start.ipynb,46,34
2025-06-02T12:04:24.800Z,mongodb,docs-notebooks,/mongodb/docs-notebooks/blob/main/ai-integrations/langchain-graphrag.ipynb,44,18
2025-06-02T12:04:24.800Z,mongodb,docs-notebooks,/mongodb/docs-notebooks,33,23
2025-06-02T12:04:24.800Z,mongodb,docs-notebooks,/mongodb/docs-notebooks/tree/main/create-embeddings,27,22
2025-06-02T12:04:24.800Z,mongodb,docs-notebooks,/mongodb/docs-notebooks/blob/main/use-cases/rag.ipynb,17,10
2025-06-02T12:04:24.800Z,mongodb,docs-notebooks,/mongodb/docs-notebooks/blob/main/integrations/langchain-hybrid-search.ipynb,13,7
2025-06-02T12:04:24.800Z,mongodb,docs-notebooks,/mongodb/docs-notebooks/blob/main/ai-integrations/langchain-hybrid-search.ipynb,12,8
2025-06-02T12:04:24.800Z,mongodb,docs-notebooks,/mongodb/docs-notebooks/tree/main,12,8
2025-06-02T12:04:24.800Z,mongodb,docs-notebooks,/mongodb/docs-notebooks/blob/main/create-embeddings/open-source-new-data.ipynb,10,7
2025-06-02T12:04:24.800Z,mongodb,docs-notebooks,/mongodb/docs-notebooks/blob/main/use-cases/local-rag.ipynb,9,8
2025-06-16T12:55:58.395Z,mongodb,docs-notebooks,/mongodb/docs-notebooks/blob/main/get-started/quick-start.ipynb,71,46
2025-06-16T12:55:58.395Z,mongodb,docs-notebooks,/mongodb/docs-notebooks,43,31
2025-06-16T12:55:58.395Z,mongodb,docs-notebooks,/mongodb/docs-notebooks/tree/main/create-embeddings,32,28
2025-06-16T12:55:58.395Z,mongodb,docs-notebooks,/mongodb/docs-notebooks/blob/main/ai-integrations/langchain-graphrag.ipynb,32,19
2025-06-16T12:55:58.395Z,mongodb,docs-notebooks,/mongodb/docs-notebooks/blob/main/use-cases/rag.ipynb,25,16
2025-06-16T12:55:58.395Z,mongodb,docs-notebooks,/mongodb/docs-notebooks/blob/main/ai-integrations/langchain-natural-language.ipynb,17,9
2025-06-16T12:55:58.395Z,mongodb,docs-notebooks,/mongodb/docs-notebooks/blob/main/create-embeddings/open-source-existing-data.ipynb,17,9
2025-06-16T12:55:58.395Z,mongodb,docs-notebooks,/mongodb/docs-notebooks/pulls,15,6
2025-06-16T12:55:58.395Z,mongodb,docs-notebooks,/mongodb/docs-notebooks/blob/main/ai-integrations/langgraph.ipynb,11,8
2025-06-16T12:55:58.395Z,mongodb,docs-notebooks,/mongodb/docs-notebooks/blob/main/create-embeddings/open-source-new-data.ipynb,10,8
2025-06-30T15:37:04.308Z,mongodb,docs-notebooks,/mongodb/docs-notebooks,52,26
2025-06-30T15:37:04.308Z,mongodb,docs-notebooks,/mongodb/docs-notebooks/blob/main/get-started/quick-start.ipynb,35,30
2025-06-30T15:37:04.308Z,mongodb,docs-notebooks,/mongodb/docs-notebooks/blob/main/ai-integrations/langchain-graphrag.ipynb,22,15
2025-06-30T15:37:04.308Z,mongodb,docs-notebooks,/mongodb/docs-notebooks/tree/main/create-embeddings,21,20
2025-06-30T15:37:04.308Z,mongodb,docs-notebooks,/mongodb/docs-notebooks/blob/main/use-cases/ai-agent.ipynb,15,11
2025-06-30T15:37:04.308Z,mongodb,docs-notebooks,/mongodb/docs-notebooks/blob/main/run-queries/semantic-search.ipynb,15,10
